"","Location_skey","ChargePoint_skey","def_ampere"
"6075",6217,5721,16
"6076",6218,5792,16
"6077",6219,5481,16
"6078",6220,5489,13
"6079",6221,5769,16
"6080",6222,5793,16
"6081",6224,14138,13
"6082",6225,1331,16
"6083",6227,5727,16
"6084",6228,4396,16
"6085",6229,11700,16
"6086",6230,1324,16
"6087",6231,4421,16
"6088",6232,14111,16
"6089",6233,4538,16
"6090",6234,14139,13
"6091",6234,14140,13
"6092",6234,14141,16
"6093",6234,14142,13
"6094",6234,14143,13
"6095",6630,3103,13
"6096",6656,14170,16
"6097",6656,14176,16
"6098",6672,14153,16
"6099",6676,14160,16
"6100",6678,14163,16
"6101",6685,14145,16
"6102",6686,14165,16
"6103",6691,5525,16
"6104",6692,5780,16
"6105",6693,5505,13
"6106",6694,5478,16
"6107",6695,5734,16
"6108",6697,5753,16
"6109",6698,5757,16
"6110",6699,5786,16
"6111",6700,5731,16
"6112",6701,5795,16
"6113",6702,5479,16
"6114",6703,5791,16
"6115",6704,1471,16
"6116",6705,5735,16
"6117",6706,5529,16
"6118",6707,5726,16
"6119",6708,14396,16
"6120",6709,6005,16
"6121",6710,14397,13
"6122",6711,14406,13
"6123",6715,14423,13
"6124",6716,14422,16
"6125",6718,14413,16
"6126",6719,14411,13
"6127",6720,14414,13
"6128",6721,14412,63
"6129",6722,14410,16
"6130",6723,14403,20
"6131",6724,14401,16
"6132",6725,14400,16
"6133",6726,14399,16
"6134",6728,14404,13
"6135",6729,14441,13
"6136",6731,5431,16
"6137",6732,14443,16
"6138",6733,14447,16
"6139",6734,5781,16
"6140",6735,14454,16
"6141",6736,4443,16
"6142",6737,5770,16
"6143",6738,11702,13
"6144",6739,1333,16
"6145",6740,2696,16
"6146",6741,2279,16
"6147",6742,4161,16
"6148",6743,3441,16
"6149",6745,3444,13
